id,start_time,end_time,result,session_date,device_id
39,2025-08-24T03:27:58.709Z,2025-08-24T03:28:26.414Z,90,24/08/2025,68A2FA6D
40,2025-08-24T03:31:48.597Z,2025-08-24T03:32:18.826Z,120,24/08/2025,68A2FA6D
41,2025-08-24T03:32:29.825Z,2025-08-24T03:32:34.665Z,60,24/08/2025,68A2FA6D
42,2025-08-24T03:35:26.057Z,2025-08-24T03:35:42.909Z,60,24/08/2025,68A2FA6D
43,2025-08-24T03:36:16.387Z,2025-08-24T03:36:30.525Z,0,24/08/2025,68A2FA6D
44,2025-08-24T03:36:46.963Z,2025-08-24T03:37:01.250Z,60,24/08/2025,68A2FA6D
45,2025-08-24T03:37:12.582Z,2025-08-24T03:37:24.503Z,30,24/08/2025,68A2FA6D
46,2025-08-24T03:39:31.902Z,2025-08-24T03:39:52.149Z,90,24/08/2025,68A2FA6D
47,2025-08-24T03:40:27.150Z,2025-08-24T03:41:16.383Z,90,24/08/2025,68A2FA6D
48,2025-08-24T03:42:01.888Z,2025-08-24T03:42:28.830Z,30,24/08/2025,68A2FA6D
49,2025-08-24T03:43:02.401Z,2025-08-24T03:43:47.290Z,60,24/08/2025,68A2FA6D
50,2025-08-24T03:47:19.765Z,2025-08-24T03:47:49.060Z,0,24/08/2025,68A2FA6D
51,2025-08-24T03:49:20.070Z,2025-08-24T03:49:56.486Z,30,24/08/2025,68A2FA6D
52,2025-08-24T03:53:01.151Z,2025-08-24T03:53:34.602Z,0,24/08/2025,68A2FA6D
53,2025-08-24T03:56:59.766Z,2025-08-24T03:57:29.956Z,90,24/08/2025,68A2FA6D
54,2025-08-24T03:58:15.595Z,2025-08-24T03:58:48.791Z,60,24/08/2025,68A2FA6D
55,2025-08-24T04:00:46.555Z,2025-08-24T04:01:21.355Z,60,24/08/2025,68A2FA6D
56,2025-08-24T04:04:42.939Z,2025-08-24T04:04:57.266Z,0,24/08/2025,68A2FA6D
57,2025-08-24T04:06:05.956Z,2025-08-24T04:06:33.727Z,60,24/08/2025,68A2FA6D
58,2025-08-24T04:08:33.068Z,2025-08-24T04:08:57.378Z,30,24/08/2025,68A2FA6D
59,2025-08-24T04:09:48.375Z,2025-08-24T04:10:25.434Z,90,24/08/2025,68A2FA6D
60,2025-08-24T04:11:13.998Z,2025-08-24T04:11:45.552Z,30,24/08/2025,68A2FA6D
61,2025-08-24T04:12:35.265Z,2025-08-24T04:12:46.451Z,30,24/08/2025,68A2FA6D
62,2025-08-24T04:13:40.134Z,2025-08-24T04:14:05.727Z,90,24/08/2025,68A2FA6D
63,2025-08-24T04:14:11.500Z,2025-08-24T04:14:22.045Z,0,24/08/2025,68A2FA6D
64,2025-08-24T04:15:34.798Z,2025-08-24T04:16:02.956Z,90,24/08/2025,68A2FA6D
65,2025-08-24T04:17:20.976Z,2025-08-24T04:17:41.397Z,90,24/08/2025,68A2FA6D
66,2025-08-24T04:18:15.876Z,2025-08-24T04:18:41.856Z,90,24/08/2025,68A2FA6D
67,2025-08-24T04:19:47.406Z,2025-08-24T04:20:26.603Z,0,24/08/2025,68A2FA6D
68,2025-08-24T04:20:49.416Z,2025-08-24T04:21:25.873Z,0,24/08/2025,68A2FA6D
69,2025-08-24T04:21:56.369Z,2025-08-24T04:22:19.837Z,90,24/08/2025,68A2FA6D
70,2025-08-24T04:22:51.778Z,2025-08-24T04:22:55.105Z,30,24/08/2025,68A2FA6D
71,2025-08-24T04:23:23.249Z,2025-08-24T04:24:05.561Z,90,24/08/2025,68A2FA6D
72,2025-08-24T04:25:21.641Z,2025-08-24T04:25:25.091Z,30,24/08/2025,68A2FA6D
73,2025-08-24T04:26:54.469Z,2025-08-24T04:27:34.936Z,30,24/08/2025,68A2FA6D
74,2025-08-24T04:28:00.635Z,2025-08-24T04:28:40.031Z,30,24/08/2025,68A2FA6D
75,2025-08-24T04:30:38.958Z,2025-08-24T04:31:15.443Z,30,24/08/2025,68A2FA6D
76,2025-08-24T04:31:38.375Z,2025-08-24T04:32:14.659Z,120,24/08/2025,68A2FA6D
77,2025-08-24T04:33:04.520Z,2025-08-24T04:33:41.271Z,0,24/08/2025,68A2FA6D
78,2025-08-24T04:33:50.933Z,2025-08-24T04:34:23.288Z,30,24/08/2025,68A2FA6D
79,2025-08-24T04:35:01.629Z,2025-08-24T04:35:31.525Z,60,24/08/2025,68A2FA6D
80,2025-08-24T04:35:44.287Z,2025-08-24T04:36:11.510Z,90,24/08/2025,68A2FA6D
81,2025-08-24T04:36:29.618Z,2025-08-24T04:37:04.753Z,90,24/08/2025,68A2FA6D
82,2025-08-24T04:37:40.515Z,2025-08-24T04:38:05.479Z,0,24/08/2025,68A2FA6D
83,2025-08-24T04:38:23.721Z,2025-08-24T04:38:53.804Z,0,24/08/2025,68A2FA6D
84,2025-08-24T04:40:45.755Z,2025-08-24T04:41:24.899Z,60,24/08/2025,68A2FA6D
85,2025-08-24T04:41:45.398Z,2025-08-24T04:42:15.976Z,60,24/08/2025,68A2FA6D
86,2025-08-24T04:44:59.712Z,2025-08-24T04:45:15.551Z,-30,24/08/2025,68A2FA6D
87,2025-08-24T04:45:24.729Z,2025-08-24T04:45:54.184Z,60,24/08/2025,68A2FA6D
88,2025-08-24T04:46:05.811Z,2025-08-24T04:46:58.371Z,-40,24/08/2025,68A2FA6D
89,2025-08-24T04:47:56.064Z,2025-08-24T04:48:27.337Z,90,24/08/2025,68A2FA6D
90,2025-08-24T04:50:09.612Z,2025-08-24T04:50:34.215Z,90,24/08/2025,68A2FA6D
91,2025-08-24T04:50:48.875Z,2025-08-24T04:51:13.772Z,120,24/08/2025,68A2FA6D
92,2025-08-24T04:51:54.800Z,2025-08-24T04:52:18.762Z,120,24/08/2025,68A2FA6D
93,2025-08-24T04:52:52.480Z,2025-08-24T04:53:15.092Z,90,24/08/2025,68A2FA6D
94,2025-08-24T04:53:24.554Z,2025-08-24T04:53:48.903Z,120,24/08/2025,68A2FA6D
95,2025-08-24T04:54:08.187Z,2025-08-24T04:54:42.680Z,120,24/08/2025,68A2FA6D
96,2025-08-24T04:54:51.780Z,2025-08-24T04:55:20.821Z,60,24/08/2025,68A2FA6D
97,2025-08-24T04:55:30.216Z,2025-08-24T04:56:04.642Z,90,24/08/2025,68A2FA6D
98,2025-08-24T04:58:46.481Z,2025-08-24T04:59:18.555Z,120,24/08/2025,68A2FA6D
99,2025-08-24T04:59:35.313Z,2025-08-24T04:59:46.072Z,30,24/08/2025,68A2FA6D
100,2025-08-24T04:59:54.757Z,2025-08-24T05:00:14.764Z,0,24/08/2025,68A2FA6D
101,2025-08-24T05:01:16.466Z,2025-08-24T05:01:48.192Z,120,24/08/2025,68A2FA6D
102,2025-08-24T05:04:07.793Z,2025-08-24T05:04:10.974Z,30,24/08/2025,68A2FA6D
103,2025-08-24T05:04:17.990Z,2025-08-24T05:04:54.180Z,60,24/08/2025,68A2FA6D
104,2025-08-24T05:05:02.919Z,2025-08-24T05:05:22.258Z,30,24/08/2025,68A2FA6D
105,2025-08-24T05:06:04.461Z,2025-08-24T05:06:25.537Z,30,24/08/2025,68A2FA6D
106,2025-08-24T05:06:31.350Z,2025-08-24T05:06:39.289Z,-30,24/08/2025,68A2FA6D
107,2025-08-24T05:06:50.808Z,2025-08-24T05:07:27.012Z,-45,24/08/2025,68A2FA6D
108,2025-08-24T05:08:37.025Z,2025-08-24T05:08:58.355Z,60,24/08/2025,68A2FA6D
109,2025-08-24T05:09:02.444Z,2025-08-24T05:09:06.052Z,30,24/08/2025,68A2FA6D
110,2025-08-24T05:11:35.356Z,2025-08-24T05:12:00.935Z,120,24/08/2025,68A2FA6D
111,2025-08-24T05:14:24.505Z,2025-08-24T05:14:53.305Z,120,24/08/2025,68A2FA6D
112,2025-08-24T05:15:57.318Z,2025-08-24T05:16:28.911Z,90,24/08/2025,68A2FA6D
113,2025-08-24T05:18:20.488Z,2025-08-24T05:19:03.307Z,0,24/08/2025,68A2FA6D
114,2025-08-24T05:19:34.352Z,2025-08-24T05:20:16.555Z,0,24/08/2025,68A2FA6D
115,2025-08-24T05:20:59.801Z,2025-08-24T05:21:39.092Z,90,24/08/2025,68A2FA6D
116,2025-08-24T05:23:55.659Z,2025-08-24T05:24:18.313Z,0,24/08/2025,68A2FA6D
117,2025-08-24T05:24:28.027Z,2025-08-24T05:24:49.145Z,60,24/08/2025,68A2FA6D
118,2025-08-24T05:26:20.433Z,2025-08-24T05:27:25.101Z,-30,24/08/2025,68A2FA6D
119,2025-08-24T05:27:50.748Z,2025-08-24T05:28:14.160Z,120,24/08/2025,68A2FA6D
120,2025-08-24T05:28:27.872Z,2025-08-24T05:28:40.582Z,0,24/08/2025,68A2FA6D
121,2025-08-24T05:28:48.720Z,2025-08-24T05:28:53.130Z,30,24/08/2025,68A2FA6D
122,2025-08-24T05:29:00.627Z,2025-08-24T05:29:19.792Z,60,24/08/2025,68A2FA6D
123,2025-08-24T05:29:25.578Z,2025-08-24T05:29:29.814Z,30,24/08/2025,68A2FA6D
124,2025-08-24T05:29:38.153Z,2025-08-24T05:29:48.658Z,0,24/08/2025,68A2FA6D
125,2025-08-24T05:31:43.508Z,2025-08-24T05:31:55.256Z,60,24/08/2025,68A2FA6D
126,2025-08-24T05:32:02.592Z,2025-08-24T05:32:09.261Z,0,24/08/2025,68A2FA6D
127,2025-08-24T05:32:13.391Z,2025-08-24T05:32:24.657Z,0,24/08/2025,68A2FA6D
128,2025-08-24T05:32:42.925Z,2025-08-24T05:33:14.252Z,60,24/08/2025,68A2FA6D
129,2025-08-24T05:33:37.892Z,2025-08-24T05:34:07.199Z,120,24/08/2025,68A2FA6D
130,2025-08-24T05:34:22.167Z,2025-08-24T05:34:43.964Z,120,24/08/2025,68A2FA6D
131,2025-08-24T05:36:23.793Z,2025-08-24T05:36:56.283Z,90,24/08/2025,68A2FA6D
132,2025-08-24T05:37:10.461Z,2025-08-24T05:37:34.209Z,120,24/08/2025,68A2FA6D
133,2025-08-24T05:38:05.948Z,2025-08-24T05:38:45.720Z,60,24/08/2025,68A2FA6D
134,2025-08-24T05:39:07.410Z,2025-08-24T05:39:28.498Z,30,24/08/2025,68A2FA6D
135,2025-08-24T05:39:45.459Z,2025-08-24T05:39:48.745Z,-30,24/08/2025,68A2FA6D
136,2025-08-24T05:40:04.661Z,2025-08-24T05:40:45.074Z,120,24/08/2025,68A2FA6D
137,2025-08-24T05:40:57.436Z,2025-08-24T05:41:24.525Z,120,24/08/2025,68A2FA6D
138,2025-08-24T05:43:24.294Z,2025-08-24T05:43:39.690Z,30,24/08/2025,68A2FA6D
139,2025-08-24T05:44:30.673Z,2025-08-24T05:44:51.976Z,120,24/08/2025,68A2FA6D
140,2025-08-24T05:45:26.722Z,2025-08-24T05:45:52.862Z,120,24/08/2025,68A2FA6D
141,2025-08-24T05:46:04.730Z,2025-08-24T05:46:19.125Z,60,24/08/2025,68A2FA6D
142,2025-08-24T05:46:58.734Z,2025-08-24T05:47:17.631Z,30,24/08/2025,68A2FA6D
143,2025-08-24T05:47:26.277Z,2025-08-24T05:47:47.099Z,60,24/08/2025,68A2FA6D
144,2025-08-24T05:48:14.990Z,2025-08-24T05:48:35.877Z,60,24/08/2025,68A2FA6D
145,2025-08-24T05:50:36.755Z,2025-08-24T05:50:49.198Z,90,24/08/2025,68A2FA6D
146,2025-08-24T05:50:59.929Z,2025-08-24T05:51:22.782Z,120,24/08/2025,68A2FA6D
147,2025-08-24T05:52:13.525Z,2025-08-24T05:52:52.256Z,30,24/08/2025,68A2FA6D
148,2025-08-24T05:56:25.785Z,2025-08-24T05:57:00.224Z,90,24/08/2025,68A2FA6D
149,2025-08-24T05:57:42.616Z,2025-08-24T05:58:11.723Z,90,24/08/2025,68A2FA6D
150,2025-08-24T06:00:07.829Z,2025-08-24T06:00:55.741Z,0,24/08/2025,68A2FA6D
151,2025-08-24T06:01:05.201Z,2025-08-24T06:01:24.633Z,0,24/08/2025,68A2FA6D
152,2025-08-24T06:02:15.203Z,2025-08-24T06:02:39.058Z,120,24/08/2025,68A2FA6D
153,2025-08-24T06:04:11.403Z,2025-08-24T06:04:28.603Z,30,24/08/2025,68A2FA6D
154,2025-08-24T06:04:37.744Z,2025-08-24T06:05:02.120Z,90,24/08/2025,68A2FA6D
155,2025-08-24T06:06:17.613Z,2025-08-24T06:06:48.659Z,60,24/08/2025,68A2FA6D
156,2025-08-24T06:07:48.663Z,2025-08-24T06:08:20.523Z,10,24/08/2025,68A2FA6D
157,2025-08-24T06:09:48.846Z,2025-08-24T06:10:15.000Z,60,24/08/2025,68A2FA6D
158,2025-08-24T06:10:19.356Z,2025-08-24T06:10:41.461Z,90,24/08/2025,68A2FA6D
159,2025-08-24T06:11:35.064Z,2025-08-24T06:11:39.742Z,30,24/08/2025,68A2FA6D
160,2025-08-24T06:11:54.135Z,2025-08-24T06:12:23.081Z,0,24/08/2025,68A2FA6D
161,2025-08-24T06:13:18.863Z,2025-08-24T06:13:44.909Z,90,24/08/2025,68A2FA6D
162,2025-08-24T06:13:59.462Z,2025-08-24T06:14:20.605Z,120,24/08/2025,68A2FA6D
163,2025-08-24T06:22:18.076Z,2025-08-24T06:22:53.277Z,120,24/08/2025,68A2FA6D
164,2025-08-24T06:23:58.708Z,2025-08-24T06:24:13.462Z,30,24/08/2025,68A2FA6D
165,2025-08-24T06:24:33.281Z,2025-08-24T06:25:04.019Z,120,24/08/2025,68A2FA6D
166,2025-08-24T06:25:25.186Z,2025-08-24T06:25:34.729Z,30,24/08/2025,68A2FA6D
167,2025-08-24T06:28:26.925Z,2025-08-24T06:28:37.256Z,30,24/08/2025,68A2FA6D
168,2025-08-24T06:28:50.967Z,2025-08-24T06:29:23.656Z,90,24/08/2025,68A2FA6D
169,2025-08-24T06:30:15.882Z,2025-08-24T06:30:58.340Z,0,24/08/2025,68A2FA6D
170,2025-08-24T06:31:10.527Z,2025-08-24T06:31:56.354Z,30,24/08/2025,68A2FA6D
171,2025-08-24T06:32:40.094Z,2025-08-24T06:33:22.364Z,35,24/08/2025,68A2FA6D
172,2025-08-24T06:33:34.753Z,2025-08-24T06:33:39.270Z,30,24/08/2025,68A2FA6D
173,2025-08-24T06:33:53.824Z,2025-08-24T06:34:14.444Z,120,24/08/2025,68A2FA6D
174,2025-08-24T06:34:25.002Z,2025-08-24T06:34:46.866Z,60,24/08/2025,68A2FA6D
175,2025-08-24T06:35:44.639Z,2025-08-24T06:36:11.527Z,90,24/08/2025,68A2FA6D
176,2025-08-24T06:36:23.676Z,2025-08-24T06:36:47.129Z,120,24/08/2025,68A2FA6D
177,2025-08-24T06:37:59.135Z,2025-08-24T06:38:18.740Z,-30,24/08/2025,68A2FA6D
178,2025-08-24T06:39:42.652Z,2025-08-24T06:39:51.286Z,-30,24/08/2025,68A2FA6D
179,2025-08-24T06:40:23.106Z,2025-08-24T06:40:33.623Z,60,24/08/2025,68A2FA6D
180,2025-08-24T06:40:47.388Z,2025-08-24T06:41:24.835Z,90,24/08/2025,68A2FA6D
181,2025-08-24T06:41:45.977Z,2025-08-24T06:42:18.077Z,90,24/08/2025,68A2FA6D
182,2025-08-24T06:43:37.540Z,2025-08-24T06:44:00.512Z,120,24/08/2025,68A2FA6D
183,2025-08-24T06:45:09.591Z,2025-08-24T06:45:45.314Z,60,24/08/2025,68A2FA6D
184,2025-08-24T06:46:53.524Z,2025-08-24T06:47:21.388Z,0,24/08/2025,68A2FA6D
185,2025-08-24T06:47:32.640Z,2025-08-24T06:47:59.142Z,-30,24/08/2025,68A2FA6D
186,2025-08-24T06:49:09.236Z,2025-08-24T06:49:45.145Z,120,24/08/2025,68A2FA6D
187,2025-08-24T06:50:13.665Z,2025-08-24T06:50:43.574Z,120,24/08/2025,68A2FA6D
188,2025-08-24T06:51:06.532Z,2025-08-24T06:51:38.059Z,60,24/08/2025,68A2FA6D
189,2025-08-24T06:52:01.378Z,2025-08-24T06:52:29.243Z,-30,24/08/2025,68A2FA6D
190,2025-08-24T06:54:00.453Z,2025-08-24T06:54:40.585Z,60,24/08/2025,68A2FA6D
191,2025-08-24T06:54:49.046Z,2025-08-24T06:54:52.293Z,0,24/08/2025,68A2FA6D
192,2025-08-24T06:55:14.302Z,2025-08-24T06:55:49.919Z,120,24/08/2025,68A2FA6D
193,2025-08-24T06:56:57.019Z,2025-08-24T06:57:36.069Z,30,24/08/2025,68A2FA6D
194,2025-08-24T06:57:59.283Z,2025-08-24T06:58:02.504Z,30,24/08/2025,68A2FA6D
195,2025-08-24T06:58:10.189Z,2025-08-24T06:58:33.442Z,60,24/08/2025,68A2FA6D
196,2025-08-24T06:58:54.529Z,2025-08-24T06:59:12.410Z,60,24/08/2025,68A2FA6D
197,2025-08-24T06:59:21.631Z,2025-08-24T06:59:54.668Z,0,24/08/2025,68A2FA6D
198,2025-08-24T07:00:26.474Z,2025-08-24T07:00:57.265Z,30,24/08/2025,68A2FA6D
199,2025-08-24T07:05:34.383Z,2025-08-24T07:06:01.486Z,60,24/08/2025,68A2FA6D
200,2025-08-24T07:06:15.517Z,2025-08-24T07:06:39.960Z,30,24/08/2025,68A2FA6D
201,2025-08-24T07:07:18.542Z,2025-08-24T07:07:49.400Z,120,24/08/2025,68A2FA6D
202,2025-08-24T07:09:29.671Z,2025-08-24T07:10:03.749Z,30,24/08/2025,68A2FA6D
203,2025-08-24T07:10:46.046Z,2025-08-24T07:11:18.294Z,0,24/08/2025,68A2FA6D
204,2025-08-24T07:12:51.429Z,2025-08-24T07:13:25.987Z,60,24/08/2025,68A2FA6D
205,2025-08-24T07:13:51.285Z,2025-08-24T07:14:19.900Z,90,24/08/2025,68A2FA6D
206,2025-08-24T07:18:38.987Z,2025-08-24T07:19:01.346Z,30,24/08/2025,68A2FA6D
207,2025-08-24T07:19:44.525Z,2025-08-24T07:20:14.408Z,120,24/08/2025,68A2FA6D
208,2025-08-24T07:21:29.072Z,2025-08-24T07:21:58.153Z,120,24/08/2025,68A2FA6D
209,2025-08-24T07:23:47.833Z,2025-08-24T07:24:23.676Z,90,24/08/2025,68A2FA6D
210,2025-08-24T07:24:37.238Z,2025-08-24T07:24:56.764Z,30,24/08/2025,68A2FA6D
211,2025-08-24T07:26:05.828Z,2025-08-24T07:26:38.263Z,60,24/08/2025,68A2FA6D
212,2025-08-24T07:26:58.764Z,2025-08-24T07:27:29.236Z,90,24/08/2025,68A2FA6D
213,2025-08-24T07:30:57.460Z,2025-08-24T07:31:28.585Z,90,24/08/2025,68A2FA6D
214,2025-08-24T07:32:13.006Z,2025-08-24T07:32:40.617Z,90,24/08/2025,68A2FA6D
215,2025-08-24T07:33:05.714Z,2025-08-24T07:33:21.003Z,60,24/08/2025,68A2FA6D
216,2025-08-24T07:33:30.732Z,2025-08-24T07:33:46.663Z,60,24/08/2025,68A2FA6D
217,2025-08-24T07:34:00.494Z,2025-08-24T07:34:31.271Z,60,24/08/2025,68A2FA6D
218,2025-08-24T07:34:51.037Z,2025-08-24T07:35:14.852Z,90,24/08/2025,68A2FA6D
219,2025-08-24T07:35:20.625Z,2025-08-24T07:35:44.601Z,120,24/08/2025,68A2FA6D
220,2025-08-24T07:35:52.458Z,2025-08-24T07:36:31.643Z,-15,24/08/2025,68A2FA6D
221,2025-08-24T07:36:43.497Z,2025-08-24T07:37:11.199Z,60,24/08/2025,68A2FA6D
222,2025-08-24T07:37:21.984Z,2025-08-24T07:37:46.962Z,120,24/08/2025,68A2FA6D
223,2025-08-24T07:38:37.919Z,2025-08-24T07:38:59.368Z,0,24/08/2025,68A2FA6D
224,2025-08-24T07:39:16.381Z,2025-08-24T07:39:44.913Z,120,24/08/2025,68A2FA6D
225,2025-08-24T07:40:09.343Z,2025-08-24T07:40:31.193Z,60,24/08/2025,68A2FA6D
226,2025-08-24T07:41:36.409Z,2025-08-24T07:41:43.307Z,30,24/08/2025,68A2FA6D
227,2025-08-24T07:41:52.286Z,2025-08-24T07:42:11.972Z,30,24/08/2025,68A2FA6D
228,2025-08-24T07:43:17.883Z,2025-08-24T07:43:47.378Z,-30,24/08/2025,68A2FA6D
229,2025-08-24T07:43:57.440Z,2025-08-24T07:44:32.682Z,0,24/08/2025,68A2FA6D
230,2025-08-24T07:44:43.173Z,2025-08-24T07:45:06.226Z,30,24/08/2025,68A2FA6D
231,2025-08-24T07:46:34.629Z,2025-08-24T07:47:00.048Z,90,24/08/2025,68A2FA6D
232,2025-08-24T07:49:42.354Z,2025-08-24T07:50:14.789Z,90,24/08/2025,68A2FA6D
233,2025-08-24T07:50:45.941Z,2025-08-24T07:51:06.308Z,60,24/08/2025,68A2FA6D
234,2025-08-24T07:51:20.420Z,2025-08-24T07:51:45.879Z,90,24/08/2025,68A2FA6D
235,2025-08-24T07:52:36.862Z,2025-08-24T07:53:00.571Z,90,24/08/2025,68A2FA6D
236,2025-08-24T07:54:34.894Z,2025-08-24T07:55:12.835Z,90,24/08/2025,68A2FA6D
237,2025-08-24T07:56:31.401Z,2025-08-24T07:57:04.131Z,60,24/08/2025,68A2FA6D
238,2025-08-24T07:57:13.538Z,2025-08-24T07:57:40.120Z,120,24/08/2025,68A2FA6D
239,2025-08-24T07:59:54.322Z,2025-08-24T08:00:14.756Z,60,24/08/2025,68A2FA6D
240,2025-08-24T08:00:22.306Z,2025-08-24T08:00:30.031Z,120,24/08/2025,68A2FA6D
241,2025-08-24T08:01:08.599Z,2025-08-24T08:01:30.730Z,120,24/08/2025,68A2FA6D
242,2025-08-24T08:02:18.921Z,2025-08-24T08:02:43.979Z,90,24/08/2025,68A2FA6D
243,2025-08-24T08:03:05.468Z,2025-08-24T08:03:29.526Z,120,24/08/2025,68A2FA6D
244,2025-08-24T08:04:10.017Z,2025-08-24T08:04:35.075Z,90,24/08/2025,68A2FA6D
245,2025-08-24T08:04:42.465Z,2025-08-24T08:05:10.984Z,60,24/08/2025,68A2FA6D
246,2025-08-24T08:05:16.436Z,2025-08-24T08:05:40.773Z,120,24/08/2025,68A2FA6D
247,2025-08-24T08:05:53.923Z,2025-08-24T08:06:15.011Z,120,24/08/2025,68A2FA6D
248,2025-08-24T08:06:59.822Z,2025-08-24T08:07:28.060Z,120,24/08/2025,68A2FA6D
249,2025-08-24T08:07:37.026Z,2025-08-24T08:07:52.823Z,-30,24/08/2025,68A2FA6D
250,2025-08-24T08:08:08.271Z,2025-08-24T08:08:18.924Z,30,24/08/2025,68A2FA6D
251,2025-08-24T08:08:51.117Z,2025-08-24T08:09:19.676Z,120,24/08/2025,68A2FA6D
252,2025-08-24T08:09:37.477Z,2025-08-24T08:09:57.884Z,60,24/08/2025,68A2FA6D
253,2025-08-24T08:10:09.711Z,2025-08-24T08:10:21.378Z,-30,24/08/2025,68A2FA6D
254,2025-08-24T08:10:24.852Z,2025-08-24T08:10:33.166Z,60,24/08/2025,68A2FA6D
255,2025-08-24T08:10:36.118Z,2025-08-24T08:10:45.594Z,30,24/08/2025,68A2FA6D
256,2025-08-24T08:10:49.496Z,2025-08-24T08:11:00.883Z,90,24/08/2025,68A2FA6D
257,2025-08-24T08:11:08.353Z,2025-08-24T08:11:26.942Z,60,24/08/2025,68A2FA6D
258,2025-08-24T08:11:34.880Z,2025-08-24T08:11:46.922Z,60,24/08/2025,68A2FA6D
259,2025-08-24T08:11:54.164Z,2025-08-24T08:12:01.435Z,90,24/08/2025,68A2FA6D
260,2025-08-24T08:12:09.720Z,2025-08-24T08:12:30.248Z,90,24/08/2025,68A2FA6D
261,2025-08-24T08:12:35.713Z,2025-08-24T08:12:59.369Z,90,24/08/2025,68A2FA6D
262,2025-08-24T08:13:18.679Z,2025-08-24T08:13:39.006Z,30,24/08/2025,68A2FA6D
263,2025-08-24T08:13:43.175Z,2025-08-24T08:14:06.669Z,90,24/08/2025,68A2FA6D
264,2025-08-24T08:14:15.129Z,2025-08-24T08:14:20.074Z,30,24/08/2025,68A2FA6D
265,2025-08-24T08:15:09.253Z,2025-08-24T08:15:36.463Z,0,24/08/2025,68A2FA6D
266,2025-08-24T08:15:46.967Z,2025-08-24T08:16:07.949Z,-30,24/08/2025,68A2FA6D
267,2025-08-24T08:16:36.040Z,2025-08-24T08:16:40.905Z,30,24/08/2025,68A2FA6D
268,2025-08-24T08:16:52.397Z,2025-08-24T08:17:27.520Z,120,24/08/2025,68A2FA6D
269,2025-08-24T08:20:55.289Z,2025-08-24T08:21:26.148Z,0,24/08/2025,68A2FA6D
270,2025-08-24T08:21:36.264Z,2025-08-24T08:22:06.333Z,120,24/08/2025,68A2FA6D
271,2025-08-24T08:23:02.528Z,2025-08-24T08:23:19.609Z,30,24/08/2025,68A2FA6D
272,2025-08-24T08:23:49.356Z,2025-08-24T08:24:17.315Z,60,24/08/2025,68A2FA6D
273,2025-08-24T08:25:41.388Z,2025-08-24T08:25:49.995Z,90,24/08/2025,68A2FA6D
274,2025-08-24T08:26:21.988Z,2025-08-24T08:26:49.932Z,60,24/08/2025,68A2FA6D
275,2025-08-24T08:28:05.773Z,2025-08-24T08:28:29.067Z,90,24/08/2025,68A2FA6D
276,2025-08-24T08:28:34.933Z,2025-08-24T08:28:56.945Z,120,24/08/2025,68A2FA6D
277,2025-08-24T08:29:13.261Z,2025-08-24T08:29:35.353Z,30,24/08/2025,68A2FA6D
278,2025-08-24T08:29:41.086Z,2025-08-24T08:30:01.440Z,120,24/08/2025,68A2FA6D
279,2025-08-24T08:33:33.888Z,2025-08-24T08:34:10.092Z,35,24/08/2025,68A2FA6D
280,2025-08-24T08:36:52.906Z,2025-08-24T08:37:19.741Z,120,24/08/2025,68A2FA6D
281,2025-08-24T08:42:49.847Z,2025-08-24T08:43:19.315Z,60,24/08/2025,68A2FA6D
282,2025-08-24T08:44:33.098Z,2025-08-24T08:44:54.013Z,0,24/08/2025,68A2FA6D
283,2025-08-24T08:45:03.408Z,2025-08-24T08:45:22.318Z,60,24/08/2025,68A2FA6D
284,2025-08-24T08:46:03.091Z,2025-08-24T08:46:06.179Z,30,24/08/2025,68A2FA6D
285,2025-08-24T08:46:22.696Z,2025-08-24T08:46:37.371Z,60,24/08/2025,68A2FA6D
286,2025-08-24T08:47:24.733Z,2025-08-24T08:47:36.587Z,60,24/08/2025,68A2FA6D
287,2025-08-24T08:47:42.761Z,2025-08-24T08:47:57.969Z,30,24/08/2025,68A2FA6D
288,2025-08-24T08:49:39.121Z,2025-08-24T08:49:44.763Z,30,24/08/2025,68A2FA6D
289,2025-08-24T08:49:52.339Z,2025-08-24T08:49:57.030Z,90,24/08/2025,68A2FA6D
290,2025-08-24T08:50:00.571Z,2025-08-24T08:50:02.977Z,30,24/08/2025,68A2FA6D
291,2025-08-24T08:51:01.953Z,2025-08-24T08:51:36.218Z,90,24/08/2025,68A2FA6D
292,2025-08-24T08:53:05.222Z,2025-08-24T08:53:13.896Z,-30,24/08/2025,68A2FA6D
293,2025-08-24T08:53:25.910Z,2025-08-24T08:53:57.837Z,0,24/08/2025,68A2FA6D
294,2025-08-24T08:54:16.720Z,2025-08-24T08:54:38.691Z,120,24/08/2025,68A2FA6D
295,2025-08-24T08:54:51.467Z,2025-08-24T08:55:15.896Z,90,24/08/2025,68A2FA6D
296,2025-08-24T08:55:29.234Z,2025-08-24T08:55:52.087Z,90,24/08/2025,68A2FA6D
297,2025-08-24T08:56:14.779Z,2025-08-24T08:56:48.430Z,120,24/08/2025,68A2FA6D
298,2025-08-24T08:58:47.744Z,2025-08-24T08:59:11.545Z,60,24/08/2025,68A2FA6D
299,2025-08-24T08:59:18.936Z,2025-08-24T08:59:39.449Z,90,24/08/2025,68A2FA6D
300,2025-08-24T09:00:37.824Z,2025-08-24T09:00:54.637Z,60,24/08/2025,68A2FA6D
301,2025-08-24T09:01:03.817Z,2025-08-24T09:01:15.752Z,30,24/08/2025,68A2FA6D
